Date,Tstk_Adj,LnTstk_Delta_1wk,FP1wk,LnTstk_Delta_2wk,FP2wk,LnTstk_Delta_1mo,FP1,LnTstk_Delta_2mo,FP2,LnTstk_Delta_3mo,FP3,LnTstk_Delta_4mo,FP4,LnTstk_Delta_5mo,FP5,LnTstk_Delta_6mo,FP6
2007-05-25,1515.72998046875,0.0135,-0.0061,-0.0053,-0.0189,-0.0119,-0.0833,-0.0221,-0.0806,-0.0243,-0.0573,0.001,-0.0858,0.0128,-0.0746,-0.0508,-0.045
2007-05-26,1515.72998046875,0.0135,-0.0069,-0.0053,-0.0186,-0.0152,-0.0848,-0.0382,-0.0874,-0.0328,-0.0618,0.0064,-0.0913,0.0128,-0.0921,-0.0743,-0.063
2007-05-27,1515.72998046875,0.0135,-0.0052,-0.0053,-0.0151,-0.0062,-0.0822,-0.0382,-0.0856,-0.0566,-0.0602,0.0103,-0.0899,0.0128,-0.0918,-0.0595,-0.0627
2007-05-28,1515.72998046875,0.0154,-0.0051,-0.0044,-0.0145,-0.0066,-0.0814,-0.0382,-0.0857,-0.0349,-0.0582,0.0072,-0.0891,0.0165,-0.091,-0.0313,-0.0629
2007-05-29,1518.10998535156,0.0084,-0.005,-0.0167,-0.0144,-0.0098,-0.0839,-0.0295,-0.0878,-0.0406,-0.0601,0.0057,-0.0881,0.0085,-0.0922,-0.0324,-0.0646
2007-05-30,1530.22998046875,-0.0084,-0.0048,-0.0096,-0.0147,-0.0177,-0.0869,-0.0502,-0.0932,-0.0374,-0.0651,-0.0023,-0.0966,0.0124,-0.0966,-0.0326,-0.0708
2007-05-31,1530.61999511719,-0.0264,-0.0062,-0.005,-0.0155,-0.018,-0.0882,-0.0433,-0.0902,-0.0377,-0.0642,0.0107,-0.0995,-0.0146,-0.1038,-0.0329,-0.0796
2007-06-01,1536.33996582031,-0.0188,-0.0063,-0.0022,-0.016,-0.0111,-0.0883,-0.0426,-0.0955,-0.0414,-0.0722,0.0067,-0.1014,-0.0175,-0.1064,-0.0366,-0.088
2007-06-02,1536.33996582031,-0.0188,-0.0068,-0.0022,-0.018,-0.0075,-0.0891,-0.0696,-0.0966,-0.0414,-0.0729,0.0021,-0.1016,-0.0175,-0.1056,-0.0425,-0.0866
2007-06-03,1536.33996582031,-0.0188,-0.0069,-0.0022,-0.0185,-0.0075,-0.0862,-0.0696,-0.0951,-0.031,-0.0733,0.0042,-0.1017,-0.0175,-0.1063,-0.0491,-0.0852
2007-06-04,1539.18005371094,-0.0197,-0.0073,-0.0053,-0.0197,-0.009,-0.087,-0.0714,-0.0968,-0.0444,-0.0748,0.0119,-0.105,-0.0243,-0.108,-0.0358,-0.0861
2007-06-05,1530.94995117188,-0.0251,-0.0063,0.0018,-0.0193,-0.0003,-0.0795,-0.0422,-0.0901,-0.0348,-0.0682,0.0173,-0.0965,-0.007,-0.1007,-0.0155,-0.0762
2007-06-06,1517.38000488281,-0.0011,-0.0066,-0.003,-0.0201,0.0086,-0.0618,-0.0272,-0.0909,-0.043,-0.1035,0.0262,-0.0848,-0.0279,-0.1337,-0.0084,-0.1121
2007-06-07,1490.71997070312,0.0214,-0.0054,0.0209,-0.0179,0.0263,-0.0536,0.0045,-0.0699,-0.0253,-0.0747,0.0407,-0.0652,-0.0108,-0.0945,0.0093,-0.0614
2007-06-08,1507.67004394531,0.0166,-0.0049,-0.0034,-0.016,0.0159,-0.0628,-0.0369,-0.0809,-0.0366,-0.0861,0.0374,-0.0753,-0.0365,-0.0962,-0.002,-0.07
2007-06-09,1507.67004394531,0.0166,-0.0051,-0.0034,-0.0167,0.0016,-0.0628,-0.0365,-0.0808,-0.0378,-0.0855,0.0357,-0.0749,-0.0365,-0.0944,0.0055,-0.0686
2007-06-10,1507.67004394531,0.0166,-0.0048,-0.0034,-0.016,0.0073,-0.0632,-0.0365,-0.0797,-0.0243,-0.0815,0.0305,-0.0733,-0.0365,-0.0917,-0.0201,-0.0686
2007-06-11,1509.11999511719,0.0144,-0.0043,-0.0076,-0.0148,0.0252,-0.053,-0.0375,-0.0691,-0.0252,-0.074,0.0343,-0.0655,-0.0475,-0.0909,-0.015,-0.0684
2007-06-12,1493,0.0269,-0.006,-0.0001,-0.0191,0.0391,-0.05,-0.0272,-0.0636,-0.0061,-0.0638,0.0451,-0.0561,-0.008,-0.0806,-0.0031,-0.058
2007-06-13,1515.67004394531,-0.0019,-0.0064,-0.0062,-0.0193,0.024,-0.0596,-0.0606,-0.0747,-0.0209,-0.0777,0.03,-0.0727,-0.0302,-0.0911,-0.032,-0.0732
2007-06-14,1522.96997070312,-0.0005,-0.0077,-0.0114,-0.0124,0.0192,-0.0505,-0.0794,-0.0674,-0.0258,-0.0856,0.0168,-0.084,-0.0483,-0.0865,-0.0368,-0.0736
2007-06-15,1532.91003417969,-0.02,-0.0043,-0.0195,-0.0112,0.0108,-0.0493,-0.0827,-0.0615,-0.0323,-0.0728,0.0037,-0.0725,-0.0496,-0.0992,-0.0433,-0.0829
2007-06-16,1532.91003417969,-0.02,-0.0071,-0.0195,-0.0118,0.0107,-0.0513,-0.0584,-0.0706,-0.0374,-0.0964,0.0054,-0.094,-0.0496,-0.1001,-0.0584,-0.0856
2007-06-17,1532.91003417969,-0.02,-0.0058,-0.0195,-0.0097,0.0086,-0.0477,-0.0584,-0.066,-0.0086,-0.0958,0.0047,-0.0924,-0.0496,-0.1032,-0.0522,-0.0858
2007-06-18,1531.05004882812,-0.022,-0.0053,-0.0076,-0.0092,0.0143,-0.045,-0.0572,-0.0638,-0.0013,-0.0917,-0.0201,-0.091,-0.066,-0.1005,-0.0523,-0.0819
2007-06-19,1533.69995117188,-0.027,-0.0059,-0.0058,-0.0088,0.0003,-0.0473,-0.0592,-0.0678,-0.0098,-0.1025,-0.0218,-0.095,-0.0632,-0.1142,-0.0492,-0.107
2007-06-20,1512.83996582031,-0.0043,-0.0042,0.0079,-0.0109,0.014,-0.0429,-0.0444,-0.0582,0.0085,-0.0887,-0.0081,-0.0771,-0.0656,-0.0952,-0.0189,-0.0828
2007-06-21,1522.18994140625,-0.0109,-0.0019,0.0021,-0.0083,0.0078,-0.0482,-0.0389,-0.0638,0.0023,-0.0874,-0.0105,-0.0621,-0.0718,-0.0727,-0.0251,-0.0504
2007-06-22,1502.56005859375,0.0005,-0.0017,0.0184,-0.0111,0.0256,-0.0409,-0.027,-0.0565,0.0153,-0.0757,0.0113,-0.0529,-0.042,-0.0648,-0.0121,-0.0388
2007-06-23,1502.56005859375,0.0005,-0.0022,0.0184,-0.0121,0.0056,-0.0418,-0.0156,-0.0561,0.01,-0.074,0.0088,-0.0508,-0.042,-0.0605,-0.0041,-0.0354
2007-06-24,1502.56005859375,0.0005,-0.0012,0.0184,-0.0092,0.0103,-0.0358,-0.0156,-0.0509,0.0097,-0.0658,0.0078,-0.0446,-0.042,-0.045,-0.0041,-0.0202
2007-06-25,1497.73999023438,0.0144,-0.0016,0.0225,-0.0074,-0.0101,-0.0278,-0.0123,-0.0384,0.0183,-0.0487,0.0248,-0.0252,-0.0623,-0.0267,-0.0001,0.0039
2007-06-26,1492.89001464844,0.0212,-0.0019,0.0115,-0.0094,-0.023,-0.0283,-0.0176,-0.0333,0.0255,-0.0427,0.028,-0.0154,-0.0443,-0.0141,-0.0112,0.0173
2007-06-27,1506.33996582031,0.0122,-0.0015,0.0082,-0.0041,-0.032,-0.0235,-0.0504,-0.0367,0.0135,-0.0464,0.019,-0.0244,-0.0251,-0.0253,-0.0187,0.0051
2007-06-28,1505.7099609375,0.013,-0.0004,0.0275,-0.0008,-0.0315,-0.019,-0.0283,-0.0325,0.0139,-0.0404,0.0232,-0.0212,-0.0242,-0.0243,-0.0182,0.0069
2007-06-29,1503.34997558594,0.0179,-0.0008,0.0322,0.0004,-0.0198,-0.0154,-0.0309,-0.0302,0.0154,-0.038,0.0182,-0.0197,-0.0149,-0.0235,-0.0167,0.0084
2007-06-30,1503.34997558594,0.0179,-0.0006,0.0322,0.0009,-0.0325,-0.015,-0.0197,-0.0287,0.0286,-0.0369,0.0302,-0.0209,-0.0149,-0.0269,-0.0235,0.0153
2007-07-01,1503.34997558594,0.0179,-0.0007,0.0322,0.0011,-0.0253,-0.0135,-0.0197,-0.0273,0.0284,-0.0367,0.0034,-0.0106,-0.0149,-0.0112,-0.0235,0.0266
2007-07-02,1519.43005371094,0.0081,-0.002,0.0196,0.0006,-0.0316,-0.0178,-0.0304,-0.034,0.0132,-0.0483,-0.0065,-0.0225,-0.0314,-0.0235,-0.0487,0.0158
2007-07-03,1524.86999511719,-0.0097,-0.0019,0.0159,0.0015,-0.0621,-0.0184,-0.0339,-0.0323,0.0117,-0.045,-0.01,-0.0215,-0.0416,-0.0172,-0.0523,0.0208
2007-07-04,1524.86999511719,-0.004,-0.0007,0.0139,0.002,-0.0621,-0.02,-0.0235,-0.033,0.0212,-0.0454,-0.01,-0.0204,-0.0265,-0.019,-0.0772,0.0185
2007-07-05,1525.40002441406,0.0145,-0.0021,0.018,-0.0009,-0.0624,-0.0248,-0.0354,-0.0339,0.0209,-0.0483,-0.0153,-0.0208,-0.0119,-0.0211,-0.0775,0.0161
2007-07-06,1530.43994140625,0.0143,-0.0015,0.0024,0.0016,-0.0419,-0.0231,-0.0345,-0.0363,0.0176,-0.0518,-0.0067,-0.0263,-0.017,-0.0266,-0.0808,0.0065
2007-07-07,1530.43994140625,0.0143,-0.0026,0.0024,-0.0017,-0.0357,-0.0319,-0.0515,-0.0434,0.0144,-0.0683,-0.0365,-0.0354,-0.017,-0.0405,-0.0776,-0.0271
2007-07-08,1530.43994140625,0.0143,-0.0034,0.0024,-0.0039,-0.0218,-0.0343,-0.0515,-0.0441,0.0224,-0.0694,-0.0371,-0.037,-0.017,-0.0431,-0.0961,-0.0298
2007-07-09,1531.84997558594,0.0115,-0.0024,0.0063,-0.0029,-0.0528,-0.0362,-0.0525,-0.0446,0.0198,-0.0711,-0.0524,-0.0361,-0.0104,-0.0431,-0.0835,-0.0287
2007-07-10,1510.11999511719,0.0257,-0.002,0.0006,-0.0043,-0.0381,-0.0307,-0.0395,-0.0323,0.0289,-0.0572,-0.0381,-0.0231,-0.0217,-0.0412,-0.0613,-0.0129
2007-07-11,1518.76000976562,0.0179,-0.0026,-0.0004,-0.0036,-0.0438,-0.0317,-0.0316,-0.0333,0.0279,-0.0474,-0.0438,-0.0194,-0.0214,-0.0218,-0.0807,0.0173
2007-07-12,1547.69995117188,0.0035,-0.0039,-0.0429,-0.0035,-0.0627,-0.0316,-0.0504,-0.0411,0.0091,-0.0462,-0.0727,-0.0346,-0.0391,-0.0282,-0.0996,-0.0029
2007-07-13,1552.5,-0.0119,-0.0023,-0.0621,-0.0026,-0.0663,-0.0351,-0.0452,-0.0429,0.006,-0.0504,-0.0471,-0.0378,-0.056,-0.0263,-0.1027,-0.0082
2007-07-14,1552.5,-0.0119,-0.0027,-0.0621,-0.0017,-0.0846,-0.0369,-0.045,-0.0423,-0.0024,-0.0522,-0.0542,-0.0373,-0.056,-0.0324,-0.0919,-0.0077
2007-07-15,1552.5,-0.0119,-0.0015,-0.0621,-0.0023,-0.0986,-0.0388,-0.045,-0.0412,-0.009,-0.0533,-0.0675,-0.0378,-0.056,-0.0282,-0.1171,-0.0081
2007-07-16,1549.52001953125,-0.0051,-0.0027,-0.05,-0.0054,-0.0935,-0.0401,-0.043,-0.0422,-0.0054,-0.0543,-0.0604,-0.0356,-0.0692,-0.0223,-0.1208,-0.0015
2007-07-17,1549.36999511719,-0.0251,-0.0039,-0.0627,-0.0058,-0.0691,-0.0398,-0.0481,-0.0406,-0.006,-0.0532,-0.0603,-0.0338,-0.0629,-0.0217,-0.1502,-0.0004
2007-07-18,1546.17004394531,-0.0183,-0.0037,-0.0534,-0.0075,-0.067,-0.0399,-0.0172,-0.0377,-0.0299,-0.0509,-0.0582,-0.0321,-0.0622,-0.0192,-0.1542,0.0025
2007-07-19,1553.07995605469,-0.0464,-0.0046,-0.0535,-0.0072,-0.0715,-0.0395,-0.0156,-0.0362,-0.0344,-0.0527,-0.0803,-0.0345,-0.0617,-0.0303,-0.1587,0.0059
2007-07-20,1534.09997558594,-0.0502,-0.0022,-0.0681,-0.0044,-0.0595,-0.0286,-0.0101,-0.0236,-0.0221,-0.0364,-0.0635,-0.019,-0.0329,-0.03,-0.1464,0.021
2007-07-21,1534.09997558594,-0.0502,-0.0037,-0.0681,-0.0059,-0.0584,-0.0275,-0.0055,-0.0264,-0.0183,-0.0419,-0.0796,-0.0255,-0.0329,-0.0158,-0.1464,0.0172
2007-07-22,1534.09997558594,-0.0502,-0.0027,-0.0681,-0.0038,-0.0467,-0.0245,-0.0055,-0.0246,-0.0095,-0.0405,-0.0796,-0.0238,-0.0329,-0.024,-0.1575,0.0193
2007-07-23,1541.56994628906,-0.0449,-0.0028,-0.0491,-0.0043,-0.0527,-0.0264,-0.0103,-0.0225,-0.0168,-0.036,-0.0677,-0.0189,-0.0297,-0.0158,-0.1412,0.0167
2007-07-24,1511.0400390625,-0.0376,0.0021,-0.023,0.0031,-0.0212,-0.0087,0.0044,-0.0022,0.0022,-0.0124,-0.0477,0.0086,-0.0097,0.0174,-0.1112,0.0733
2007-07-25,1518.08996582031,-0.035,-0.0028,-0.0137,-0.0024,-0.0258,-0.016,-0.0006,-0.0138,0.0113,-0.0338,-0.0523,-0.0164,-0.0135,0.0076,-0.1318,0.078
2007-07-26,1482.66003417969,-0.0071,0.0023,-0.0201,-0.0011,-0.0022,-0.0178,0.0284,-0.0037,0.0349,-0.0032,-0.0522,0.01,-0.0043,0.0074,-0.1082,0.0796
2007-07-27,1458.94995117188,-0.0179,-0.0051,-0.0036,-0.0158,0.0054,-0.0159,0.0485,0.0086,0.051,0.0205,-0.0213,0.034,0.0133,0.0393,-0.0921,0.1172
2007-07-28,1458.94995117188,-0.0179,-0.0054,-0.0036,-0.0164,-0.0184,-0.0168,0.0454,0.0083,0.0547,0.0209,0.0069,0.0345,0.0133,0.0396,-0.0747,0.1171
2007-07-29,1458.94995117188,-0.0179,-0.0058,-0.0036,-0.0178,0.0033,-0.0193,0.0454,0.008,0.0482,0.0229,0.0074,0.0366,0.0133,0.0415,-0.0685,0.1183
2007-07-30,1473.91003417969,-0.0042,-0.0003,-0.0143,-0.0076,-0.0111,-0.028,0.0352,-0.0046,0.0499,-0.0014,0.0049,0.0118,-0.0038,0.0141,-0.0835,0.0888
2007-07-31,1455.27001953125,0.0146,-0.0081,-0.0199,-0.0222,0.0128,-0.0248,0.0612,0.0076,0.0359,0.0211,0.0176,0.0362,0.009,0.0455,-0.0542,0.1224
2007-08-01,1465.81005859375,0.0214,-0.0069,-0.0412,-0.0185,0.0056,-0.0184,0.0537,0.0079,0.0295,0.0228,0.0104,0.0441,-0.0128,0.0592,-0.0492,0.1268
2007-08-02,1472.19995117188,-0.0131,-0.0029,-0.0423,-0.0039,0.0012,-0.0114,0.0448,-0.0011,0.0251,0.015,0.0001,0.0467,-0.0172,0.0596,-0.0536,0.1134
2007-08-03,1433.06005859375,0.0143,-0.0079,0.0089,-0.0102,0.0282,0.0047,0.0738,0.019,0.0521,0.0374,0.0205,0.0649,-0.0151,0.0638,-0.0266,0.1329
2007-08-04,1433.06005859375,0.0143,-0.0089,0.0089,-0.015,0.0386,-0.0069,0.0833,0.0128,0.0471,0.0226,0.0356,0.0401,-0.0151,0.048,-0.0371,0.1262
2007-08-05,1433.06005859375,0.0143,-0.0105,0.0089,-0.0135,0.027,-0.0051,0.0833,0.0132,0.0591,0.0237,0.0505,0.0412,-0.0151,0.0492,-0.0697,0.1268
2007-08-06,1467.67004394531,-0.0101,-0.0059,-0.0152,-0.0085,0.0074,-0.0097,0.0595,0.0047,0.0054,0.0099,0.0249,0.0282,-0.0357,0.0378,-0.1012,0.101
2007-08-07,1476.7099609375,-0.0346,-0.0036,-0.0202,0.0001,-0.0158,-0.0106,0.0501,0.0028,-0.0013,0.015,0.0188,0.033,-0.0604,0.0574,-0.0995,0.1155
2007-08-08,1497.48999023438,-0.0625,-0.0039,-0.0226,0.0026,-0.0298,-0.0088,0.0442,-0.0038,-0.0297,0.0041,0.0048,0.0205,-0.0608,0.0463,-0.1176,0.104
2007-08-09,1453.08996582031,-0.0292,-0.0117,0.0065,-0.0144,0.0003,-0.0051,0.0726,0.0158,0.0004,0.0214,0.0424,0.0363,-0.0228,0.0798,-0.0875,0.1433
2007-08-10,1453.64001464844,-0.0053,-0.0158,0.0175,-0.0157,-0.0013,-0.0016,0.067,0.0169,0,0.0222,0.0164,0.0314,-0.0369,0.0805,-0.0879,0.1384
2007-08-11,1453.64001464844,-0.0053,-0.0115,0.0175,-0.0115,0.0122,-0.0066,0.0718,0.0115,-0.01,0.0175,0.0224,0.0224,-0.0369,0.0558,-0.0821,0.1253
2007-08-12,1453.64001464844,-0.0053,-0.0142,0.0175,-0.0157,0.0123,-0.0101,0.0718,0.01,0.0187,0.0169,0.0236,0.0225,-0.0369,0.0565,-0.0748,0.1273
2007-08-13,1452.92004394531,-0.0051,-0.0129,0.0095,-0.0207,0.0211,-0.0186,0.0723,0.001,0.0121,0.0115,0.0103,0.0114,-0.0256,0.0524,-0.0608,0.1274
2007-08-14,1426.5400390625,0.0143,-0.0103,0.0041,-0.0161,0.0397,-0.0127,0.0822,0.017,0.0171,0.0278,0.0286,0.0313,-0.0325,0.0648,-0.056,0.1512
2007-08-15,1406.69995117188,0.04,-0.0058,0.0398,-0.0096,0.0537,-0.0008,0.0896,0.0322,0.0363,0.042,0.0426,0.0457,-0.0241,0.0838,-0.0411,0.1679
2007-08-16,1411.27001953125,0.0357,-0.0004,0.0323,0.0124,0.0504,0.0163,0.0881,0.0468,0.0331,0.0541,0.0242,0.0604,-0.0569,0.0726,-0.0444,0.1578
2007-08-17,1445.93994140625,0.0229,-0.0104,0.0192,-0.0074,0.021,0.0112,0.0631,0.0373,0.0088,0.045,0.0062,0.0522,-0.0872,0.0619,-0.0687,0.1034
2007-08-18,1445.93994140625,0.0229,0.0013,0.0192,0.0089,0.0498,0.0327,0.0371,0.0656,-0.0088,0.0638,0.0049,0.0681,-0.0872,0.0531,-0.0687,0.1203
2007-08-19,1445.93994140625,0.0229,-0.0021,0.0192,0.0006,0.0559,0.0349,0.0371,0.077,-0.0043,0.0662,0.0098,0.0773,-0.0872,0.0758,-0.0696,0.1259
2007-08-20,1445.55004882812,0.0146,-0.0006,0.0195,0.007,0.0494,0.0323,0.0374,0.0644,-0.0201,0.0608,0.0266,0.0672,-0.0869,0.0655,-0.061,0.123
2007-08-21,1447.11999511719,-0.0103,0.0049,0.0288,0.0181,0.0529,0.0355,0.0401,0.0623,-0.0212,0.0641,0.0255,0.0656,-0.0992,0.0401,-0.075,0.0936
2007-08-22,1464.06994628906,-0.0002,-0.0021,0.0056,0.0099,0.0413,0.0305,0.0372,0.0555,-0.0161,0.0563,0.0138,0.0576,-0.0896,0.0458,-0.0788,0.0962
2007-08-23,1462.5,-0.0033,-0.0014,0.0109,0.0121,0.0423,0.0311,0.0358,0.0496,-0.015,0.0547,0.0229,0.0523,-0.0785,0.0433,-0.0777,0.117
2007-08-24,1479.36999511719,-0.0036,-0.0033,-0.0176,0.0122,0.0256,0.0257,0.0234,0.0311,-0.0265,0.0436,0.0115,0.0161,-0.106,0.0232,-0.0892,0.101
2007-08-25,1479.36999511719,-0.0036,-0.0029,-0.0176,0.0129,0.0253,0.0261,0.0371,0.0325,-0.05,0.0444,0.0123,0.0202,-0.106,0.0273,-0.0755,0.1068
2007-08-26,1479.36999511719,-0.0036,-0.0035,-0.0176,0.0117,0.0307,0.0246,0.0371,0.0318,-0.0352,0.0432,-0.0021,0.0175,-0.106,0.0249,-0.0686,0.1038
2007-08-27,1466.7900390625,0.0049,-0.0045,-0.0103,0.0115,0.0431,0.022,0.0456,0.0338,0.0015,0.0462,0.0079,0.0204,-0.08,0.0262,-0.061,0.1072
2007-08-28,1432.35998535156,0.0391,-0.0046,0.027,0.0117,0.0638,0.0205,0.0731,0.0492,0.0257,0.0649,0.0317,0.0525,-0.0501,0.065,-0.0462,0.1435
2007-08-29,1463.76000976562,0.0058,-0.0124,0.0053,0,0.0421,0.0209,0.0449,0.042,0.0118,0.054,0.01,0.0329,-0.0766,0.0585,-0.0954,0.1342
2007-08-30,1457.64001464844,0.0142,-0.0053,0.0179,0.0094,0.0463,0.0251,0.061,0.0385,0.016,0.0596,0.0073,0.0286,-0.0558,0.0321,-0.0912,0.1084
2007-08-31,1473.98999023438,-0.014,-0.005,0.0069,0.0097,0.0484,0.0255,0.0231,0.0324,0.0048,0.047,-0.0038,0.0078,-0.0548,0.017,-0.1023,0.0957
2007-09-01,1473.98999023438,-0.014,-0.0076,0.0069,0.0077,0.0481,0.0257,0.0239,0.0343,-0.0011,0.0486,-0.0184,0.0138,-0.0548,0.0265,-0.1018,0.1088
2007-09-02,1473.98999023438,-0.014,-0.0066,0.0069,0.0084,0.0435,0.0259,0.0239,0.0366,-0.0076,0.051,-0.0184,0.0161,-0.0548,0.0287,-0.1052,0.1108
2007-09-03,1473.98999023438,-0.0152,-0.0061,0.0018,0.0094,0.0457,0.0234,0.0239,0.033,0.0074,0.0392,-0.0432,0.0081,-0.0653,0.0288,-0.1,0.111
2007-09-04,1489.42004394531,-0.0121,-0.0026,0.0202,0.0158,0.0448,0.0233,0.0085,0.0274,0.012,0.0369,-0.0536,0.0158,-0.1082,0.0236,-0.1327,0.094
2007-09-05,1472.2900390625,-0.0005,-0.0103,0.0378,0.0037,0.0563,0.0199,0.0321,0.0394,0.0217,0.0538,-0.0421,0.0266,-0.1043,0.0637,-0.1296,0.1403
2007-09-06,1478.55004882812,0.0036,-0.0047,0.0268,0.0059,0.0521,0.0252,-0.002,0.0521,0.0175,0.0619,-0.0431,0.0152,-0.1007,0.0624,-0.1338,0.1528
2007-09-07,1453.55004882812,0.0209,0.0002,0.0485,0.0113,0.0659,0.0284,0.0145,0.0532,0.0346,0.0677,-0.0446,0.0251,-0.0879,0.0603,-0.1168,0.1397
2007-09-08,1453.55004882812,0.0209,0.0018,0.0485,0.0141,0.074,0.0301,0.0001,0.0543,0.042,0.0706,-0.031,0.0287,-0.0879,0.065,-0.1323,0.1438
2007-09-09,1453.55004882812,0.0209,0.0016,0.0485,0.0129,0.0723,0.0311,0.0001,0.0544,0.0164,0.07,-0.0231,0.0275,-0.0879,0.0626,-0.0959,0.1381
2007-09-10,1451.69995117188,0.017,0.0006,0.0445,0.0108,0.0684,0.0299,0.0014,0.0539,0.0237,0.0673,-0.0355,0.0267,-0.0807,0.0635,-0.1036,0.1427
2007-09-11,1471.48999023438,0.0323,-0.0021,0.0306,0.0063,0.0596,0.0312,-0.0222,0.0509,0.0114,0.0586,-0.0491,0.0176,-0.087,0.0527,-0.1121,0.1338
2007-09-12,1471.56005859375,0.0383,-0.0026,0.0359,0.0071,0.0595,0.033,0.0064,0.0516,-0.0025,0.0577,-0.0491,0.0187,-0.0736,0.0516,-0.1331,0.1356
2007-09-13,1483.94995117188,0.0232,-0.0062,0.0315,0.0046,0.0511,0.0301,-0.0091,0.0509,-0.0108,0.0553,-0.0467,0.0279,-0.0954,0.0673,-0.1415,0.1591
2007-09-14,1484.25,0.0276,-0.0055,0.0282,0.0066,0.0425,0.0338,-0.0226,0.0442,-0.011,0.0506,-0.0721,0.0178,-0.0948,0.0534,-0.1417,0.1271
2007-09-15,1484.25,0.0276,-0.0055,0.0282,0.0038,0.0359,0.0344,-0.0173,0.0493,-0.0262,0.0601,-0.0778,0.0261,-0.0948,0.0695,-0.1507,0.1445
2007-09-16,1484.25,0.0276,-0.0047,0.0282,0.0047,0.0377,0.035,-0.0173,0.0489,-0.0199,0.061,-0.1073,0.0268,-0.0948,0.0688,-0.1092,0.1449
2007-09-17,1476.65002441406,0.0274,-0.0053,0.0466,0.0045,0.0421,0.0362,-0.0122,0.0522,-0.0161,0.0648,-0.1082,0.0327,-0.0897,0.0738,-0.1286,0.15
2007-09-18,1519.78002929688,-0.0017,-0.0034,0.0175,0.0077,-0.0127,0.0123,-0.0586,0.0193,-0.04,0.0324,-0.137,0.006,-0.1194,0.0408,-0.1338,0.1213
2007-09-19,1529.03002929688,-0.0024,-0.0036,0.0069,0.0078,-0.0187,0.0067,-0.0602,0.0093,-0.0296,0.0061,-0.1431,-0.0142,-0.1171,0.0075,-0.1398,0.0823
2007-09-20,1518.75,0.0083,-0.0048,0.0157,0.0064,-0.012,0.0038,-0.0695,-0.0088,-0.0228,-0.0241,-0.1363,-0.0352,-0.1233,-0.034,-0.1331,0.0386
2007-09-21,1525.75,0.0007,-0.0012,0.0207,0.0129,-0.0128,0.0196,-0.0741,0.0061,-0.0274,-0.0033,-0.1521,-0.0159,-0.1201,-0.0074,-0.1377,0.0498
2007-09-22,1525.75,0.0007,-0.0014,0.0207,0.0126,-0.004,0.0113,-0.0574,-0.0069,-0.0194,-0.0158,-0.1309,-0.0301,-0.1201,-0.0023,-0.1225,0.0372
2007-09-23,1525.75,0.0007,-0.0017,0.0207,0.0122,-0.0065,0.0109,-0.0574,-0.0066,-0.0194,-0.0148,-0.1208,-0.0293,-0.1201,-0.0033,-0.1202,0.0371
2007-09-24,1517.72998046875,0.0191,0.0002,0.0227,0.0174,-0.0022,0.0096,-0.0521,-0.0072,-0.0133,-0.0229,-0.1316,-0.0188,-0.1011,-0.0006,-0.1237,0.0398
2007-09-25,1517.2099609375,0.0192,0.0017,0.0311,0.0176,0.0118,0.0098,-0.0753,-0.0094,-0.0274,-0.0298,-0.1312,-0.02,-0.0939,-0.0344,-0.1349,0.0356
2007-09-26,1525.42004394531,0.0092,0.0035,0.024,0.019,0.0064,0.0107,-0.0658,-0.0141,-0.0312,-0.0218,-0.1366,-0.0185,-0.1002,-0.0166,-0.1483,0.0318
2007-09-27,1531.38000488281,0.0075,0.0022,0.0149,0.0149,0.0025,0.0061,-0.0416,-0.0126,-0.0351,-0.041,-0.1231,-0.0468,-0.1131,-0.043,-0.1522,0.0154
2007-09-28,1526.75,0.02,-0.0006,0.0227,0.0094,0.0093,-0.0095,-0.0381,-0.0177,-0.0321,-0.0565,-0.114,-0.0383,-0.1375,-0.0434,-0.1491,0.0121
2007-09-29,1526.75,0.02,-0.0008,0.0227,0.0098,0.0028,-0.0107,-0.0303,-0.0144,-0.039,-0.0492,-0.1187,-0.0307,-0.1375,-0.0403,-0.1435,0.0199
2007-09-30,1526.75,0.02,-0.0002,0.0227,0.0108,0.0147,-0.0049,-0.0303,-0.0114,-0.039,-0.0423,-0.1021,-0.0289,-0.1375,-0.0363,-0.1082,0.0185
2007-10-01,1547.0400390625,0.0036,-0.0019,0.0011,0.0113,-0.0253,-0.0212,-0.0435,-0.0248,-0.0667,-0.0614,-0.1031,-0.04,-0.1502,-0.0396,-0.1233,0.0119
2007-10-02,1546.63000488281,0.0119,-0.0011,-0.0053,0.011,-0.0242,-0.0139,-0.0492,-0.0209,-0.0665,-0.0531,-0.1029,-0.0328,-0.1533,-0.0378,-0.1218,0.0174
2007-10-03,1539.58996582031,0.0148,-0.0023,0.0011,0.0069,-0.0196,-0.0129,-0.0512,-0.0165,-0.0868,-0.0467,-0.0983,-0.0266,-0.1436,-0.0353,-0.1164,0.0228
2007-10-04,1542.83996582031,0.0075,0.0005,-0.0018,0.0116,-0.0217,-0.0055,-0.0382,-0.011,-0.0889,-0.0398,-0.1109,-0.0208,-0.1679,-0.0539,-0.1185,0.0244
2007-10-05,1557.58996582031,0.0027,0.0006,-0.0373,0.0111,-0.0362,-0.0126,-0.0328,-0.016,-0.0984,-0.0444,-0.153,-0.0244,-0.1859,-0.0578,-0.128,0.0148
