Date,Tstk_Adj,LnTstk_Delta_1wk,FP1wk,LnTstk_Delta_2wk,FP2wk,LnTstk_Delta_1mo,FP1,LnTstk_Delta_2mo,FP2,LnTstk_Delta_3mo,FP3,LnTstk_Delta_4mo,FP4,LnTstk_Delta_5mo,FP5,LnTstk_Delta_6mo,FP6
2011-05-13,1337.77001953125,-0.0034,-0.0025,-0.005,-0.0158,-0.0505,-0.0457,-0.0218,-0.0495,-0.1265,0.0033,-0.1316,-0.0843,-0.0884,-0.0614,-0.0568,-0.0298
2011-05-14,1337.77001953125,-0.0034,0.001,-0.005,-0.0102,-0.038,-0.0449,-0.0163,-0.0459,-0.1049,0.0037,-0.1182,-0.0747,-0.0884,-0.0531,-0.0664,-0.0226
2011-05-15,1337.77001953125,-0.0034,0.0035,-0.005,-0.006,-0.0556,-0.047,-0.0163,-0.0476,-0.1147,0.0083,-0.1011,-0.0732,-0.0884,-0.0437,-0.0616,-0.0187
2011-05-16,1329.46997070312,-0.0091,0,0.0012,-0.0106,-0.0476,-0.048,-0.0101,-0.0567,-0.1076,0.0081,-0.0892,-0.0955,-0.1017,-0.0641,-0.0722,-0.0411
2011-05-17,1328.97998046875,-0.0096,-0.0028,0.0121,-0.0118,-0.0442,-0.0564,-0.0179,-0.0666,-0.1528,-0.0022,-0.0888,-0.1141,-0.0812,-0.0655,-0.0887,-0.0423
2011-05-18,1340.68005371094,-0.0152,-0.0029,-0.0197,-0.0131,-0.053,-0.0605,-0.0105,-0.0699,-0.1767,-0.0103,-0.0976,-0.1184,-0.1027,-0.0613,-0.0979,-0.0444
2011-05-19,1343.59997558594,-0.0134,-0.0018,-0.0231,-0.0078,-0.0552,-0.0555,-0.0133,-0.0684,-0.1789,-0.0109,-0.1096,-0.1199,-0.1003,-0.0715,-0.1001,-0.0461
2011-05-20,1333.27001953125,-0.0016,-0.0039,-0.0251,-0.0107,-0.0421,-0.0493,0.0079,-0.064,-0.1712,-0.0115,-0.1036,-0.1206,-0.0739,-0.0747,-0.0924,-0.0426
2011-05-21,1333.27001953125,-0.0016,-0.0032,-0.0251,-0.0103,-0.0287,-0.048,0.0088,-0.0626,-0.1709,-0.0067,-0.1334,-0.1164,-0.0739,-0.0726,-0.1112,-0.0462
2011-05-22,1333.27001953125,-0.0016,-0.005,-0.0251,-0.0151,-0.0352,-0.0469,0.0088,-0.0584,-0.1372,-0.0017,-0.1658,-0.1104,-0.0739,-0.0741,-0.1153,-0.0476
2011-05-23,1317.36999511719,0.0104,-0.0069,-0.024,-0.0169,-0.026,-0.0451,0.0208,-0.0537,-0.1122,-0.0038,-0.1477,-0.108,-0.0491,-0.0737,-0.1257,-0.0416
2011-05-24,1316.28002929688,0.0217,-0.0066,-0.0241,-0.0163,-0.037,-0.0459,0.0159,-0.0531,-0.127,-0.0061,-0.1469,-0.1057,-0.0686,-0.0711,-0.1248,-0.0388
2011-05-25,1320.46997070312,-0.0045,-0.0067,-0.0315,-0.0162,-0.0402,-0.0461,0.0086,-0.055,-0.1152,-0.0121,-0.1501,-0.1238,-0.0613,-0.066,-0.1307,-0.0365
2011-05-26,1325.68994140625,-0.0097,-0.0076,-0.0281,-0.0183,-0.0441,-0.0469,-0.0158,-0.0521,-0.1191,-0.0075,-0.131,-0.1438,-0.0315,-0.0606,-0.1347,-0.0297
2011-05-27,1331.09997558594,-0.0235,-0.0064,-0.0462,-0.0173,-0.0391,-0.0489,-0.0231,-0.0537,-0.1232,-0.0088,-0.1244,-0.1447,-0.0352,-0.0592,-0.1387,-0.0301
2011-05-28,1331.09997558594,-0.0235,-0.0075,-0.0462,-0.0186,-0.0262,-0.0479,-0.0296,-0.0529,-0.0953,-0.0079,-0.1453,-0.1441,-0.0352,-0.0598,-0.1099,-0.0311
2011-05-29,1331.09997558594,-0.0235,-0.0078,-0.0462,-0.0189,-0.018,-0.0476,-0.0296,-0.0527,-0.093,-0.0058,-0.1372,-0.1451,-0.0352,-0.0592,-0.1077,-0.0316
2011-05-30,1331.09997558594,-0.0343,-0.0083,-0.0455,-0.0199,-0.0079,-0.0483,-0.0296,-0.0523,-0.0881,-0.0081,-0.1625,-0.1438,-0.0602,-0.0554,-0.0653,-0.0271
2011-05-31,1345.19995117188,-0.0458,-0.0085,-0.0436,-0.0205,-0.0041,-0.0505,-0.0443,-0.0543,-0.1105,-0.0183,-0.1731,-0.148,-0.0991,-0.0548,-0.0777,-0.0315
2011-06-01,1314.55004882812,-0.027,-0.0106,-0.0381,-0.0228,0.0189,-0.0486,-0.0471,-0.0517,-0.1131,-0.0098,-0.15,-0.1378,-0.0601,-0.0517,-0.0549,-0.0184
2011-06-02,1312.93994140625,-0.0184,-0.0091,-0.0351,-0.022,0.0202,-0.0503,-0.0409,-0.0496,-0.1119,-0.0221,-0.1777,-0.117,-0.0402,-0.0533,-0.0537,-0.0167
2011-06-03,1300.16003417969,-0.0227,-0.0107,-0.0223,-0.0224,0.0299,-0.049,-0.0801,-0.0462,-0.1021,-0.0213,-0.1456,-0.1143,-0.0368,-0.0564,-0.0439,-0.0152
2011-06-04,1300.16003417969,-0.0227,-0.0109,-0.0223,-0.0224,0.0286,-0.0494,-0.0807,-0.0475,-0.1021,-0.0196,-0.1279,-0.109,-0.0368,-0.0505,-0.0337,-0.0133
2011-06-05,1300.16003417969,-0.0227,-0.0117,-0.0223,-0.0237,0.0296,-0.0463,-0.0807,-0.0472,-0.1096,-0.0223,-0.1098,-0.111,-0.0368,-0.0538,-0.0326,-0.0106
2011-06-06,1286.17004394531,-0.0112,-0.0114,-0.0061,-0.0219,0.0508,-0.0446,-0.0699,-0.0447,-0.0705,-0.015,-0.1072,-0.1022,-0.0197,-0.0484,-0.0198,-0.0001
2011-06-07,1284.93994140625,0.0023,-0.0108,0.0082,-0.0212,0.0448,-0.0454,-0.1379,-0.0456,-0.0802,-0.0161,-0.1062,-0.1028,-0.007,-0.0483,-0.0402,-0.0008
2011-06-08,1279.56005859375,-0.0111,-0.011,0.0059,-0.0197,0.049,-0.0374,-0.0874,-0.0438,-0.1031,-0.0111,-0.102,-0.0923,-0.0402,-0.0486,-0.0192,0.0008
2011-06-09,1289,-0.0167,-0.0104,-0.0043,-0.0203,0.0416,-0.0423,-0.1399,-0.0469,-0.1104,-0.0973,-0.0758,-0.0969,-0.039,-0.0496,-0.0266,-0.0015
2011-06-10,1270.97998046875,0.0004,-0.0132,-0.002,-0.0206,0.0375,-0.0432,-0.0805,-0.0429,-0.0964,-0.0754,-0.0612,-0.0742,-0.0056,-0.0384,-0.0125,0.0217
2011-06-11,1270.97998046875,0.0004,-0.0144,-0.002,-0.0239,0.033,-0.048,-0.0753,-0.0438,-0.0894,-0.0794,-0.0514,-0.0745,-0.0056,-0.0357,-0.0275,0.0214
2011-06-12,1270.97998046875,0.0004,-0.0154,-0.002,-0.0262,0.0361,-0.0501,-0.0753,-0.0441,-0.0803,-0.0778,-0.0544,-0.0742,-0.0056,-0.0352,-0.0363,0.022
2011-06-13,1271.82995605469,0.0051,-0.0173,0.0065,-0.0286,0.0287,-0.0501,-0.076,-0.0437,-0.0676,-0.0775,-0.0379,-0.0743,-0.0159,-0.0334,-0.0483,0.0216
2011-06-14,1287.86999511719,0.0059,-0.0142,0.0068,-0.0259,0.0217,-0.0437,-0.0669,-0.0421,-0.0631,-0.0952,-0.0504,-0.0914,-0.0236,-0.039,-0.0576,0.0057
2011-06-15,1265.42004394531,0.017,-0.0187,0.0326,-0.0313,0.0393,-0.0482,-0.0591,-0.0468,-0.0398,-0.0771,-0.0328,-0.0912,-0.0228,-0.0422,-0.0368,0.018
2011-06-16,1267.64001464844,0.0124,-0.0196,0.041,-0.0425,0.0375,-0.0498,-0.0599,-0.0456,-0.0416,-0.064,-0.0541,-0.0609,-0.0415,-0.0404,-0.0386,0.0094
2011-06-17,1271.5,-0.0024,-0.0201,0.0522,-0.0431,0.0263,-0.0528,-0.1086,-0.0486,-0.0446,-0.0654,-0.0369,-0.0635,-0.0449,-0.041,-0.0416,0.0088
2011-06-18,1271.5,-0.0024,-0.0205,0.0522,-0.0433,0.0425,-0.0511,-0.1237,-0.047,-0.0545,-0.0639,-0.0497,-0.0622,-0.0449,-0.0407,-0.0534,0.0095
2011-06-19,1271.5,-0.0024,-0.0214,0.0522,-0.0455,0.0418,-0.053,-0.1237,-0.0479,-0.0561,-0.0634,-0.0451,-0.0632,-0.0449,-0.04,-0.024,0.01
2011-06-20,1278.35998535156,0.0014,-0.019,0.0468,-0.0462,0.0499,-0.0539,-0.1291,-0.0487,-0.0913,-0.0832,-0.0319,-0.0632,-0.0691,-0.0385,-0.0275,-0.0009
2011-06-21,1295.52001953125,0.0009,-0.0173,0.0322,-0.0453,0.0375,-0.0535,-0.1422,-0.0516,-0.1371,-0.0956,-0.0452,-0.0797,-0.0866,-0.0528,-0.0326,-0.0232
2011-06-22,1287.14001464844,0.0156,-0.0179,0.0397,-0.0464,0.044,-0.0573,-0.102,-0.0544,-0.1245,-0.0952,-0.0387,-0.0801,-0.1025,-0.0561,-0.0171,-0.0263
2011-06-23,1283.5,0.0285,-0.0201,0.0529,-0.0476,0.0468,-0.0546,-0.0861,-0.0552,-0.1217,-0.0996,-0.0231,-0.0825,-0.0996,-0.0582,-0.0143,-0.043
2011-06-24,1268.44995117188,0.0546,-0.0207,0.0577,-0.0472,0.053,-0.0561,-0.09,-0.0545,-0.1099,-0.0743,-0.0316,-0.0685,-0.0905,-0.0529,-0.0025,-0.024
2011-06-25,1268.44995117188,0.0546,-0.0209,0.0577,-0.0477,0.0488,-0.0563,-0.075,-0.0543,-0.0868,-0.0738,-0.0211,-0.0673,-0.0905,-0.0522,-0.0025,-0.0228
2011-06-26,1268.44995117188,0.0546,-0.0219,0.0577,-0.0483,0.0283,-0.0564,-0.075,-0.0543,-0.0762,-0.0724,0.0126,-0.0671,-0.0905,-0.052,-0.0024,-0.0232
2011-06-27,1280.09997558594,0.0455,-0.0211,0.0303,-0.047,0.0159,-0.0522,-0.0841,-0.0508,-0.1063,-0.0894,0.0039,-0.0761,-0.0708,-0.0508,-0.0241,-0.0341
2011-06-28,1296.67004394531,0.0313,-0.0209,0.013,-0.0478,-0.0034,-0.057,-0.0691,-0.0566,-0.111,-0.1074,-0.009,-0.0858,-0.0815,-0.0586,-0.0263,-0.0444
2011-06-29,1307.41003417969,0.024,-0.0189,0.0079,-0.0459,-0.0116,-0.0585,-0.075,-0.0618,-0.1446,-0.1157,-0.0172,-0.0912,-0.0473,-0.0604,-0.0388,-0.0501
2011-06-30,1320.64001464844,0.0244,-0.0173,-0.009,-0.0425,-0.0217,-0.0614,-0.0802,-0.0615,-0.1546,-0.0425,-0.0523,-0.0853,-0.0593,-0.0648,-0.0489,-0.0576
2011-07-01,1339.67004394531,0.0031,-0.0141,-0.0177,-0.0408,-0.0402,-0.0737,-0.1064,-0.0752,-0.1689,-0.0529,-0.095,-0.1016,-0.0739,-0.0774,-0.0632,-0.0719
2011-07-02,1339.67004394531,0.0031,-0.0128,-0.0177,-0.0386,-0.066,-0.0729,-0.132,-0.0773,-0.1978,-0.0562,-0.079,-0.1059,-0.0739,-0.081,-0.0632,-0.0791
2011-07-03,1339.67004394531,0.0031,-0.0095,-0.0177,-0.0352,-0.061,-0.0755,-0.132,-0.0779,-0.1756,-0.0576,-0.0604,-0.1053,-0.0739,-0.0791,-0.0479,-0.0764
2011-07-04,1339.67004394531,-0.0152,-0.0082,-0.0259,-0.0328,-0.11,-0.0751,-0.132,-0.0792,-0.1579,-0.0552,-0.0667,-0.1061,-0.0636,-0.0804,-0.0477,-0.0799
2011-07-05,1337.88000488281,-0.0183,-0.0081,-0.0084,-0.032,-0.1093,-0.0772,-0.1307,-0.0784,-0.1384,-0.0566,-0.0654,-0.1041,-0.0612,-0.0788,-0.0434,-0.08
2011-07-06,1339.21997070312,-0.0162,-0.008,-0.01,-0.0315,-0.1103,-0.0786,-0.1392,-0.0793,-0.1476,-0.0538,-0.0664,-0.1022,-0.0602,-0.0775,-0.0469,-0.083
2011-07-07,1353.21997070312,-0.0333,-0.0052,-0.007,-0.0243,-0.1207,-0.0659,-0.1213,-0.0752,-0.158,-0.0476,-0.0705,-0.1092,-0.0919,-0.0774,-0.0573,-0.0894
2011-07-08,1343.80004882812,-0.0208,-0.0029,0.0009,-0.0185,-0.1827,-0.0545,-0.125,-0.0657,-0.151,-0.0442,-0.0518,-0.0948,-0.0682,-0.0794,-0.0504,-0.092
2011-07-09,1343.80004882812,-0.0208,-0.0026,0.0009,-0.0184,-0.1363,-0.0544,-0.1521,-0.0651,-0.1174,-0.044,-0.0892,-0.0862,-0.0682,-0.0689,-0.0481,-0.0807
2011-07-10,1343.80004882812,-0.0208,-0.0021,0.0009,-0.0175,-0.1815,-0.0535,-0.1521,-0.0636,-0.1169,-0.0423,-0.0806,-0.0845,-0.0682,-0.0679,-0.0392,-0.079
2011-07-11,1319.48999023438,-0.0107,-0.0047,0.0135,-0.0184,-0.118,-0.0465,-0.1338,-0.054,-0.0889,-0.037,-0.0431,-0.0718,-0.065,-0.0599,-0.0207,-0.0651
2011-07-12,1313.64001464844,0.0099,-0.0057,0.0138,-0.0214,-0.1083,-0.0529,-0.1224,-0.0541,-0.0874,-0.0436,-0.0386,-0.0781,-0.0693,-0.059,-0.0139,-0.0602
2011-07-13,1317.71997070312,0.0061,-0.0069,-0.0098,-0.0219,-0.1114,-0.0522,-0.1164,-0.0536,-0.0733,-0.043,-0.0417,-0.078,-0.0838,-0.0605,-0.022,-0.0614
2011-07-14,1308.86999511719,0.0263,-0.0087,-0.0063,-0.026,-0.1047,-0.0429,-0.0963,-0.0391,-0.0666,-0.0305,-0.0446,-0.0593,-0.0738,-0.0445,-0.0152,-0.0325
2011-07-15,1316.14001464844,0.0217,-0.0071,-0.0183,-0.0242,-0.0886,-0.0483,-0.0848,-0.0442,-0.0721,-0.0356,-0.0453,-0.0619,-0.0761,-0.0456,-0.0208,-0.0347
2011-07-16,1316.14001464844,0.0217,-0.009,-0.0183,-0.0258,-0.0984,-0.0475,-0.0791,-0.0436,-0.0917,-0.0371,-0.0621,-0.0604,-0.0761,-0.0452,-0.0208,-0.0342
2011-07-17,1316.14001464844,0.0217,-0.009,-0.0183,-0.0262,-0.0975,-0.0489,-0.0791,-0.0445,-0.0715,-0.0391,-0.079,-0.06,-0.0761,-0.0446,-0.0172,-0.0324
2011-07-18,1305.43994140625,0.0242,-0.0095,-0.0143,-0.026,-0.1349,-0.0429,-0.071,-0.0341,-0.076,-0.0307,-0.0713,-0.05,-0.0798,-0.0412,0.002,-0.0262
2011-07-19,1326.72998046875,0.0039,-0.0079,-0.0563,-0.0241,-0.1662,-0.0501,-0.097,-0.0445,-0.0877,-0.0364,-0.0874,-0.0537,-0.0666,-0.0373,-0.0093,-0.0232
2011-07-20,1325.83996582031,-0.0159,-0.0089,-0.0507,-0.0248,-0.1656,-0.0491,-0.098,-0.0425,-0.0683,-0.0404,-0.0868,-0.0506,-0.0639,-0.0352,-0.0079,-0.0211
2011-07-21,1343.80004882812,-0.0326,-0.0034,-0.1131,-0.0157,-0.179,-0.0503,-0.1413,-0.0443,-0.0818,-0.0522,-0.119,-0.0693,-0.0692,-0.0412,-0.0214,-0.0314
2011-07-22,1345.02001953125,-0.04,-0.0044,-0.1146,-0.0178,-0.1797,-0.0535,-0.1746,-0.0487,-0.0827,-0.0475,-0.1241,-0.0745,-0.0611,-0.0413,-0.0223,-0.0293
2011-07-23,1345.02001953125,-0.04,-0.0049,-0.1146,-0.0181,-0.146,-0.0526,-0.1685,-0.0485,-0.0699,-0.0493,-0.1464,-0.074,-0.0611,-0.0404,-0.0218,-0.0284
2011-07-24,1345.02001953125,-0.04,-0.0044,-0.1146,-0.0176,-0.1329,-0.0529,-0.1685,-0.0495,-0.0902,-0.05,-0.1464,-0.0758,-0.0611,-0.0423,-0.0228,-0.0295
2011-07-25,1337.43005371094,-0.0385,-0.0037,-0.1779,-0.0135,-0.143,-0.042,-0.1629,-0.0448,-0.074,-0.0493,-0.1435,-0.07,-0.0554,-0.0382,-0.0085,-0.029
2011-07-26,1331.93994140625,-0.0603,-0.0028,-0.1275,-0.0109,-0.1238,-0.0349,-0.1357,-0.0381,-0.0362,-0.0445,-0.1394,-0.0683,-0.0512,-0.0416,-0.0102,-0.0267
2011-07-27,1304.89001464844,-0.0347,-0.0036,-0.1521,-0.0114,-0.1033,-0.0291,-0.1045,-0.0275,-0.0153,-0.03,-0.1188,-0.0508,-0.0433,-0.0281,0.0087,-0.015
2011-07-28,1300.67004394531,-0.0805,-0.0076,-0.1036,-0.0226,-0.1001,-0.0355,-0.1222,-0.0295,-0.0121,-0.0154,-0.0868,-0.0387,-0.0294,-0.0306,0.012,-0.0045
2011-07-29,1292.28002929688,-0.0746,-0.0115,-0.0919,-0.0272,-0.0657,-0.0316,-0.1076,-0.0254,-0.0056,-0.0136,-0.0781,-0.0352,-0.0272,-0.0259,0.0184,-0.003
2011-07-30,1292.28002929688,-0.0746,-0.0086,-0.0919,-0.023,-0.0634,-0.0315,-0.1329,-0.0214,-0.0306,-0.0086,-0.0357,-0.0219,-0.0272,-0.0127,0.0159,0.0039
2011-07-31,1292.28002929688,-0.0746,-0.0112,-0.0919,-0.0226,-0.0585,-0.03,-0.1329,-0.0202,-0.059,-0.01,-0.0376,-0.0222,-0.0272,-0.0153,0.0155,0.005
2011-08-01,1286.93994140625,-0.1394,-0.0042,-0.0662,-0.0081,-0.0663,-0.0158,-0.1288,-0.0116,-0.0389,-0.0004,-0.0337,-0.0201,-0.0231,-0.0231,0.0285,-0.0015
2011-08-02,1254.05004882812,-0.0672,0.0004,-0.0501,-0.0014,-0.066,-0.0018,-0.1318,0.0046,0.0056,0.0183,-0.0078,0.0072,0.0182,0.0039,0.0554,0.026
2011-08-03,1260.33996582031,-0.1174,-0.0024,-0.0542,-0.0034,-0.071,-0.0039,-0.1145,0.0025,-0.0057,0.0156,-0.0128,0.006,0.0134,0.0002,0.0649,0.0232
2011-08-04,1200.06994628906,-0.0231,0.0081,-0.0508,0.0019,-0.022,0.0094,-0.0478,0.0178,0.0433,0.0372,0.0464,0.0264,0.0653,0.0454,0.1139,0.0785
2011-08-05,1199.38000488281,-0.0173,0.0126,-0.0653,0.004,-0.0214,0.0108,-0.0291,0.0236,0.0439,0.0403,0.0481,0.0326,0.0633,0.0489,0.1145,0.0886
2011-08-06,1199.38000488281,-0.0173,0.0138,-0.0653,0.0086,-0.0289,0.0168,-0.0373,0.0262,0.0502,0.0359,0.0501,0.0323,0.0633,0.0505,0.1141,0.0877
2011-08-07,1199.38000488281,-0.0173,0.0135,-0.0653,0.0088,-0.0006,0.017,-0.0373,0.0259,0.0619,0.035,0.0287,0.0326,0.0633,0.0512,0.1161,0.0891
2011-08-08,1119.4599609375,0.0732,0.044,0.0039,0.0225,0.0577,0.0365,0.0317,0.0524,0.0934,0.0682,0.1144,0.072,0.1346,0.0948,0.1872,0.1427
2011-08-09,1172.53002929688,0.0171,0.0151,-0.0087,0.0106,-0.0157,0.0195,0.0189,0.0349,0.0557,0.0519,0.0681,0.0474,0.0971,0.065,0.1424,0.1119
2011-08-10,1120.76000976562,0.0632,0.0407,0.0495,0.0326,0.0294,0.0411,0.0646,0.0602,0.1202,0.0753,0.1133,0.0762,0.1426,0.0894,0.1806,0.1495
2011-08-11,1172.64001464844,-0.0277,0.0016,-0.0115,-0.0041,-0.0158,0.0112,0.0291,0.0422,0.0749,0.0571,0.053,0.0488,0.0996,0.0814,0.1354,0.1385
2011-08-12,1178.81005859375,-0.048,0.001,-0.0017,-0.0034,-0.0141,0.0013,0.0209,0.0286,0.0697,0.0459,0.039,0.0383,0.0894,0.0782,0.1301,0.1282
2011-08-13,1178.81005859375,-0.048,-0.0058,-0.0017,-0.0151,-0.0051,-0.0084,0.0381,0.0244,0.0601,0.052,0.0276,0.0369,0.0894,0.0696,0.1369,0.1235
2011-08-14,1178.81005859375,-0.048,0.0001,-0.0017,-0.007,0.0083,0.0003,0.0381,0.0248,0.0649,0.0556,0.0309,0.0426,0.0894,0.0734,0.136,0.1273
2011-08-15,1204.48999023438,-0.0693,-0.0197,0.0046,-0.0212,0.0038,-0.0102,0.0165,0.0311,0.0266,0.0562,0.0125,0.0323,0.0679,0.0757,0.109,0.1148
2011-08-16,1192.76000976562,-0.0258,-0.0094,0.0168,-0.0161,0.0193,-0.0076,0.0068,0.0396,0.0194,0.0645,0.0223,0.0407,0.0812,0.0738,0.1298,0.1192
2011-08-17,1193.89001464844,-0.0137,-0.0124,0.0207,-0.0177,0.0184,-0.0125,0.026,0.0211,0.0181,0.0505,0.0214,0.0452,0.0913,0.0747,0.1312,0.1342
2011-08-18,1140.65002441406,0.0162,0.0047,0.0544,-0.0024,0.064,0.0131,0.0589,0.0577,0.0637,0.1112,0.0552,0.0802,0.1419,0.1313,0.1768,0.1763
2011-08-19,1123.53002929688,0.0463,0.0063,0.0439,-0.0065,0.0692,0.0039,0.0786,0.0551,0.0788,0.1179,0.0997,0.0812,0.1577,0.1231,0.1919,0.1828
2011-08-20,1123.53002929688,0.0463,0.0132,0.0439,0.0085,0.0676,0.0137,0.0972,0.0652,0.06,0.1166,0.1016,0.0848,0.1577,0.1281,0.1919,0.1844
2011-08-21,1123.53002929688,0.0463,0.0122,0.0439,0.0058,0.0378,0.0139,0.0972,0.0719,0.0558,0.1218,0.1099,0.0927,0.1577,0.1339,0.1926,0.1886
2011-08-22,1123.81994628906,0.074,0.0163,0.0437,0.0083,0.0051,0.0075,0.097,0.0688,0.0332,0.1224,0.1186,0.0942,0.1579,0.1415,0.189,0.1915
2011-08-23,1162.34997558594,0.0426,0.0025,0.0025,0.0024,-0.0226,-0.0009,0.076,0.0534,-0.0005,0.0978,0.0849,0.0727,0.1231,0.1195,0.1596,0.1625
2011-08-24,1177.59997558594,0.0345,-0.0011,0.0177,-0.0001,-0.0356,-0.0091,0.0428,0.0455,-0.0162,0.0881,0.0719,0.0627,0.1187,0.1109,0.1482,0.1458
2011-08-25,1159.27001953125,0.0382,-0.0057,0.0227,-0.0034,-0.0199,-0.0065,0.0689,0.0482,-0.0005,0.1047,0.0875,0.0731,0.1287,0.1313,0.1639,0.1595
2011-08-26,1176.80004882812,-0.0024,-0.0046,-0.0194,-0.0037,-0.0118,-0.0047,0.0876,0.0425,-0.0155,0.0914,0.0726,0.0611,0.112,0.1185,0.1489,0.1446
2011-08-27,1176.80004882812,-0.0024,-0.0031,-0.0194,0.0011,-0.0012,-0.0014,0.088,0.0459,0.0133,0.0925,0.0601,0.0627,0.112,0.1186,0.1503,0.1442
2011-08-28,1176.80004882812,-0.0024,-0.0075,-0.0194,-0.0092,-0.0221,-0.0121,0.088,0.0387,0.0155,0.0916,0.0707,0.0601,0.112,0.1169,0.1536,0.1413
2011-08-29,1210.07995605469,-0.0303,-0.0048,-0.0403,-0.014,-0.0419,-0.022,0.0601,0.0283,0.03,0.0703,0.0385,0.0373,0.0816,0.0973,0.121,0.1163
2011-08-30,1212.92004394531,-0.0401,-0.0087,-0.0336,-0.0161,-0.0696,-0.0215,0.0327,0.0302,0.0258,0.0636,0.0362,0.0432,0.0788,0.0963,0.1248,0.1154
2011-08-31,1218.89001464844,-0.0168,-0.0156,-0.0251,-0.0366,-0.0745,-0.0412,-0.0005,0.0228,0.0206,0.0658,0.0313,0.0512,0.0828,0.1039,0.1166,0.1224
2011-09-01,1204.42004394531,-0.0155,-0.0173,0.0039,-0.0363,-0.0625,-0.0446,0.0274,0.0232,0.0326,0.079,0.0432,0.0583,0.0958,0.1037,0.1285,0.1253
2011-09-02,1173.96997070312,-0.017,-0.0206,0.0352,-0.0419,-0.0658,-0.0484,0.0716,0.026,0.0582,0.1028,0.0842,0.074,0.1359,0.1189,0.1541,0.1491
2011-09-03,1173.96997070312,-0.017,-0.0223,0.0352,-0.0463,-0.0435,-0.0521,0.0653,0.0253,0.0684,0.1104,0.0844,0.0809,0.1359,0.1269,0.1503,0.1565
2011-09-04,1173.96997070312,-0.017,-0.0159,0.0352,-0.0306,-0.0258,-0.036,0.0653,0.0322,0.0695,0.1085,0.0873,0.0812,0.1359,0.1246,0.1348,0.1541
2011-09-05,1173.96997070312,-0.01,-0.0232,0.0253,-0.049,-0.0077,-0.0543,0.0653,0.0183,0.0715,0.1073,0.0848,0.0784,0.1355,0.1215,0.1417,0.1493
2011-09-06,1165.23999023438,0.0065,-0.0219,0.0311,-0.0451,-0.0084,-0.045,0.0791,0.0231,0.0576,0.1122,0.0922,0.0814,0.145,0.1268,0.1589,0.1537
2011-09-07,1198.61999511719,-0.0083,-0.0263,-0.0269,-0.0519,-0.0367,-0.0564,0.0625,0.0131,0.0461,0.0925,0.064,0.0652,0.1189,0.1052,0.1343,0.1304
2011-09-08,1185.90002441406,0.0194,-0.0282,-0.0487,-0.0544,-0.026,-0.0537,0.0358,0.0098,0.0568,0.0906,0.0769,0.0599,0.131,0.1007,0.1449,0.1238
2011-09-09,1154.22998046875,0.0521,-0.0274,-0.0155,-0.0581,0.0346,-0.0416,0.0714,0.0145,0.0839,0.1109,0.1128,0.0741,0.1512,0.1235,0.172,0.1504
2011-09-10,1154.22998046875,0.0521,-0.0238,-0.0155,-0.0509,0.0352,-0.0358,0.0907,0.0181,0.0688,0.1126,0.1131,0.0755,0.1512,0.1246,0.1722,0.1529
2011-09-11,1154.22998046875,0.0521,-0.0241,-0.0155,-0.0511,0.0449,-0.0342,0.0907,0.0213,0.0601,0.1148,0.1155,0.0792,0.1512,0.1266,0.1901,0.1551
2011-09-12,1162.27001953125,0.0353,-0.0211,0.0006,-0.0446,0.035,-0.0286,0.0838,0.025,0.0417,0.1103,0.1036,0.0777,0.151,0.1265,0.182,0.1515
2011-09-13,1172.86999511719,0.0246,-0.0216,0.0021,-0.0488,0.0431,-0.0323,0.0651,0.0195,0.0359,0.1016,0.0945,0.0719,0.141,0.1161,0.1789,0.1448
2011-09-14,1188.68005371094,-0.0186,-0.0196,-0.0322,-0.0459,0.0298,-0.0318,0.0565,0.0129,0.0257,0.0936,0.0811,0.0663,0.1222,0.111,0.1666,0.1367
2011-09-15,1209.10998535156,-0.0681,-0.018,-0.0411,-0.0446,0.0127,-0.0413,0.0227,0.0051,0.0087,0.0765,0.0641,0.0668,0.1162,0.1054,0.1496,0.1241
2011-09-16,1216.01000976562,-0.0677,-0.0199,-0.0721,-0.0502,-0.0125,-0.054,0.0001,-0.0046,0.003,0.07,0.0619,0.0573,0.1128,0.0955,0.1439,0.1158
2011-09-17,1216.01000976562,-0.0677,-0.022,-0.0721,-0.0554,0.0077,-0.0593,-0.0003,-0.0072,-0.0088,0.0712,0.073,0.0574,0.1128,0.0932,0.1478,0.115
2011-09-18,1216.01000976562,-0.0677,-0.0226,-0.0721,-0.0563,-0.0051,-0.0612,-0.0003,-0.0114,0.0206,0.0739,0.0779,0.0555,0.1128,0.0892,0.1448,0.1118
2011-09-19,1204.08996582031,-0.0348,-0.0256,-0.0911,-0.0626,0.0093,-0.0587,0.0096,-0.0112,0.0324,0.0772,0.0884,0.0558,0.1227,0.0955,0.1528,0.1169
2011-09-20,1202.08996582031,-0.0225,-0.0272,-0.0672,-0.0683,0.0296,-0.0612,-0.0076,-0.0112,0.0423,0.0839,0.0901,0.061,0.125,0.1031,0.1472,0.1296
2011-09-21,1166.76000976562,-0.0135,-0.0195,-0.0197,-0.0525,0.0595,-0.0394,0.0181,0.0056,0.0811,0.1036,0.1199,0.0733,0.1515,0.1172,0.1802,0.1516
2011-09-22,1129.56005859375,0.0269,-0.0118,0.0309,-0.0422,0.0919,-0.0215,0.0281,0.0117,0.1135,0.1199,0.1528,0.0773,0.1882,0.108,0.2126,0.1634
